Company,Route,Origin,Destination,Service Type
KMB,72A,"大圍站","大埔工業邨",Regular
KMB,72A,"大埔工業邨","大圍站",Regular
Citybus,72A,"深灣","銅鑼灣 (摩頓台)",Regular
KMB,72C,"大美督","大埔墟站",Regular
KMB,72K,"富蝶總站","太和 (循環線)",Regular
KMB,72X,"富蝶總站","旺角(柏景灣)",Regular
KMB,72X,"旺角(柏景灣)","富蝶總站",Regular
KMB,73,"粉嶺(華明)","大埔工業邨",Regular
KMB,73,"粉嶺(華明)","大埔中心",Special Service
KMB,73,"大埔工業邨","粉嶺(華明)",Regular
KMB,73,"大埔中心","粉嶺(華明)",Special Service
Citybus,73,"數碼港／華富 (北)","赤柱市場",Regular
KMB,73A,"粉嶺(華明)","愉翠苑",Regular
KMB,73A,"愉翠苑","粉嶺(華明)",Regular
KMB,73B,"全安路(那打素醫院)","上水(循環線)",Regular
KMB,73B,"海聯廣場","全安路(那打素醫院)",Special Service
KMB,73B,"全安路(那打素醫院)","上水站",Special Service
KMB,73D,"荃灣(如心廣場)","大埔(富善)",Regular
KMB,73D,"廣福街市","荃灣(如心廣場)",Regular
KMB,73F,"荃灣(如心廣場)","香港教育大學",Regular
KMB,73F,"香港教育大學","荃灣(如心廣場)",Regular
KMB,73K,"上水","文錦渡(新屋嶺)",Regular
KMB,73K,"文錦渡(新屋嶺)","上水",Regular
KMB,73P,"荃灣(如心廣場)","大美督",Regular
KMB,73P,"大美督","荃灣(如心廣場)",Regular
Citybus,73P,"深灣","數碼港",Regular
KMB,73X,"荃灣(如心廣場)","大埔(富善)",Regular
KMB,73X,"荃灣(如心廣場)","大埔(富善)",Special Service
KMB,73X,"大埔(富善)","荃灣(如心廣場)",Regular
KMB,74,"富蝶總站","油塘",Regular
KMB,74,"油塘","富蝶總站",Regular
KMB,74A,"大埔(太和)","啟業",Regular
KMB,74A,"啟業","大埔(太和)",Regular
KMB,74B,"九龍灣","大埔中心",Regular
KMB,74B,"大埔中心","觀塘碼頭",Regular
KMB,74C,"九龍坑","觀塘碼頭",Regular
KMB,74D,"九龍坑","觀塘碼頭",Regular
KMB,74D,"觀塘碼頭","九龍坑",Regular
KMB,74E,"大美督","觀塘碼頭",Regular
KMB,74E,"觀塘碼頭","大美督",Regular
KMB,74F,"觀塘碼頭","香港教育大學",Regular
KMB,74F,"香港教育大學","觀塘碼頭",Regular
KMB,74K,"大埔墟站","三門仔(循環線)",Regular
KMB,74K,"大埔墟站","三門仔(循環線)",Special Service
KMB,74P,"觀塘碼頭","大埔中心",Regular
KMB,74P,"大埔中心","觀塘碼頭",Regular
KMB,74P,"香港科學園","觀塘碼頭",Special Service
KMB,74R,"大埔(太和)","北潭涌",Regular
KMB,74R,"北潭涌","大埔(太和)",Regular
KMB,74S,"平田","和合石",Regular
KMB,74S,"和合石","平田",Regular
KMB,74X,"大埔中心","觀塘碼頭",Regular
KMB,74X,"運頭塘邨","觀塘碼頭",Special Service
KMB,74X,"廣福邨","觀塘碼頭",Special Service
KMB,74X,"觀塘碼頭","大埔中心",Regular
Citybus,75,"深灣","中環 (交易廣場)",Regular
KMB,75K,"大美督","大埔墟站",Regular
KMB,75K,"大埔墟站","大美督",Regular
KMB,75P,"大美督","大埔墟站",Regular
KMB,75P,"大美督","大埔墟站",Special Service
KMB,75X,"大埔(富善)","九龍城碼頭",Regular
KMB,75X,"九龍城碼頭","大埔(富善)",Regular
KMB,75X,"九龍城碼頭","大埔(富善)",Special Service
KMB,76,"攸壆路簡約公屋 (南)","上水站 (彩園路) (循環線)",Regular
Citybus,76,"黃竹坑站／石排灣","銅鑼灣 (邊寧頓街)",Regular
KMB,76K,"上水(清河)","朗屏邨",Regular
KMB,76K,"粉嶺(華明)","朗屏邨",Special Service
KMB,76K,"朗屏邨","上水(清河)",Regular
Citybus,77,"田灣","筲箕灣",Regular
Citybus,77A,"筲箕灣","田灣",Regular
KMB,77K,"上水","元朗(鳳翔路)",Regular
KMB,77K,"上水","元朗(西)",Special Service
KMB,77K,"上水","八鄉路",Special Service
KMB,77K,"元朗(鳳翔路)","上水",Regular
Citybus,77X,"華貴邨","西灣河",Regular
KMB,78,"沙頭角","上水(太平)",Regular
Citybus,78,"黃竹坑","華貴邨",Regular
KMB,78A,"皇后山","粉嶺站 (循環線)",Regular
KMB,78A,"皇后山","粉嶺站 (循環線) [不經山麗]",Special Service
KMB,78A,"山麗苑","只往粉嶺名都",Special Service
KMB,78A,"粉嶺中心","皇后山",Special Service
KMB,78B,"皇后山","上水(彩園)",Regular
KMB,78B,"皇后山","上水(彩園)",Special Service
KMB,78B,"上水(彩園)","皇后山",Regular
Citybus,78C,"粉嶺皇后山","啟德 (經: 觀塘)",Regular
KMB,78K,"上水(太平)","沙頭角",Regular
KMB,78K,"沙頭角","上水(太平)",Regular
KMB,78K,"沙頭角","粉嶺(華明)",Special Service
Citybus,78P,"粉嶺皇后山","觀塘",Regular
KMB,78S,"上水","沙頭角",Regular
KMB,78S,"沙頭角","上水",Regular
Citybus,78X,"粉嶺皇后山","啟德 (經: 觀塘)",Regular
Citybus,79,"粉嶺皇后山 (經:大埔)","大圍站 (經:大埔)",Regular
KMB,79K,"上水","打鼓嶺(松園下)",Regular
KMB,79K,"粉嶺站","打鼓嶺(松園下)",Special Service
KMB,79K,"打鼓嶺(松園下)","上水",Regular
KMB,79K,"打鼓嶺(松園下)","粉嶺站",Special Service
Citybus,79P,"粉嶺皇后山","高鐵西九龍站",Regular
Citybus,79X,"粉嶺皇后山","長沙灣 (甘泉街) (經: 旺角)",Regular
KMB,80,"美林","觀塘碼頭",Regular
KMB,80,"美林","觀塘碼頭",Special Service
KMB,80,"觀塘碼頭","美林",Regular
KMB,80A,"美林","觀塘碼頭",Regular
KMB,80K,"新翠","愉翠苑",Regular
KMB,80K,"愉翠苑","新翠",Regular
KMB,80M,"穗禾苑","九龍塘站",Regular
KMB,80M,"九龍塘站","穗禾苑",Regular
KMB,80P,"顯徑","觀塘碼頭",Regular
KMB,80X,"秦石","觀塘碼頭",Regular
KMB,80X,"乙明邨街","觀塘碼頭",Special Service
KMB,80X,"新田圍","觀塘碼頭",Special Service
KMB,80X,"觀塘碼頭","秦石",Regular
KMB,81,"禾輋","佐敦(西九龍站)",Regular
KMB,81,"佐敦(西九龍站)","禾輋",Regular
Citybus,81,"興華邨","勵德邨",Regular
Citybus,81A,"興華邨","勵德邨",Regular
KMB,81C,"耀安","尖沙咀東(麼地道)",Regular
KMB,81C,"尖沙咀東(麼地道)","耀安",Regular
KMB,81K,"新田圍","穗禾苑",Regular
KMB,81K,"穗禾苑","新田圍",Regular
KMB,81K,"穗禾苑","新田圍",Special Service
KMB,81X,"美田","旺角 (弼街)",Regular
Citybus,82,"小西灣 (藍灣半島)","北角碼頭",Regular
KMB,82B,"美田","大圍站",Regular
KMB,82C,"廣源","香港科學園",Regular
KMB,82C,"香港科學園","廣源",Regular
KMB,82D,"白石角","大圍站",Regular
KMB,82D,"大圍站","白石角",Regular
KMB,82K,"美田","愉翠苑",Regular
KMB,82K,"愉翠苑","美田",Regular
Citybus,82S,"小西灣 (藍灣半島)","耀東 (惠亨街)",Regular
KMB,82X,"濱景花園","黃大仙(循環線)",Regular
Citybus,82X,"小西灣 (藍灣半島)","鰂魚涌",Regular
KMB,83A,"水泉澳","觀塘碼頭",Regular
KMB,83K,"黃泥頭","沙田市中心(循環線)",Regular
KMB,83K,"碩門邨","沙田巿中心",Special Service
KMB,83P,"黃泥頭","禾輋",Regular
KMB,83S,"黃泥頭","沙田巿中心",Regular
KMB,83S,"沙田巿中心","黃泥頭",Regular
KMB,83X,"水泉澳","觀塘碼頭",Regular
KMB,83X,"黃泥頭","觀塘碼頭",Special Service
KMB,83X,"觀塘碼頭","水泉澳",Regular
KMB,83X,"觀塘碼頭","黃泥頭",Special Service
KMB,84M,"富安花園","樂富",Regular
KMB,84M,"樂富","富安花園",Regular
KMB,85,"火炭駿洋邨","九龍城碼頭",Regular
KMB,85,"九龍城碼頭","火炭駿洋邨",Regular
Citybus,85,"小西灣 (藍灣半島)","寶馬山／北角",Regular
KMB,85A,"廣源","九龍城碼頭",Regular
KMB,85A,"九龍城碼頭","廣源",Regular
Citybus,85A,"筲箕灣","寶馬山",Regular
KMB,85B,"秦石","九龍城碼頭",Regular
KMB,85K,"恆安","沙田站",Regular
KMB,85K,"沙田站","恆安",Regular
KMB,85M,"錦英苑","黃大仙(循環線)",Regular
KMB,85P,"泥涌","紅磡(紅鸞道)",Regular
KMB,85P,"紅磡(紅鸞道)","泥涌",Regular
Citybus,85P,"小西灣 (藍灣半島)","寶馬山",Regular
KMB,85S,"耀安","紅磡(紅鸞道)",Regular
KMB,85X,"馬鞍山市中心","紅磡(紅鸞道)",Regular
KMB,85X,"紅磡(紅鸞道)","馬鞍山市中心",Regular
KMB,86,"黃泥頭","美孚",Regular
KMB,86,"美孚","黃泥頭",Regular
KMB,86A,"沙田圍","長沙灣(甘泉街)",Regular
KMB,86A,"長沙灣(甘泉街)","沙田圍",Regular
KMB,86C,"利安","長沙灣",Regular
KMB,86C,"長沙灣","利安",Regular
KMB,86K,"錦英苑","沙田站",Regular
KMB,86K,"沙田站","錦英苑",Regular
KMB,86S,"錦英苑","沙田站",Regular
KMB,86S,"馬鞍山市中心","沙田站",Special Service
KMB,86S,"沙田站","錦英苑",Regular
KMB,87B,"新田圍","維港灣",Regular
KMB,87B,"維港灣","新田圍",Regular
KMB,87C,"錦英苑","紅磡站",Regular
KMB,87C,"紅磡站","錦英苑",Regular
KMB,87D,"錦英苑","紅磡站",Regular
KMB,87D,"馬鞍山市中心","紅磡站",Special Service
KMB,87D,"錦英苑","紅磡站",Special Service
KMB,87D,"紅磡站","錦英苑",Regular
KMB,87E,"泥涌","尖沙咀",Regular
KMB,87E,"尖沙咀東(麼地道)","泥涌",Regular
KMB,87K,"大學站","錦英苑(循環線)",Regular
KMB,87K,"大學站","錦英苑(循環線)",Special Service
KMB,87K,"錦英苑","大學站",Special Service
KMB,87K,"馬鞍山市中心","大學站",Special Service
KMB,87K,"大學站","利安",Special Service
KMB,87P,"利安","頌安",Regular
KMB,87R,"紅磡香港體育館","烏溪沙站",Regular
KMB,87S,"大學站","錦英苑 (循環線)",Regular
KMB,87S,"錦英苑","大學站 (循環線)",Regular
KMB,88,"中秀茂坪","大圍站",Regular
KMB,88,"大圍站","中秀茂坪",Regular
KMB,88K,"顯徑","駿景園",Regular
KMB,88K,"駿景園","顯徑",Regular
Citybus,88R,"沙田第一城","中環",Regular
KMB,88X,"穗禾苑","平田",Regular
KMB,88X,"穗禾苑","平田",Special Service
KMB,88X,"平田","穗禾苑",Regular
KMB,88X,"平田","穗禾苑",Special Service
Citybus,88X,"小西灣 (藍灣半島)","堅尼地城 (卑路乍灣)",Regular
KMB,89,"瀝源","觀塘(翠屏北邨)",Regular
KMB,89,"觀塘(翠屏北邨)","瀝源",Regular
KMB,89B,"沙田圍","牛頭角",Regular
KMB,89B,"牛頭角","沙田圍",Regular
KMB,89C,"恆安","觀塘(翠屏道)",Regular
KMB,89C,"恆安","觀塘(翠屏道)",Special Service
KMB,89C,"觀塘(翠屏道)","恆安",Regular
KMB,89D,"烏溪沙站","藍田站",Regular
KMB,89D,"藍田站","烏溪沙站",Regular
KMB,89D,"藍田站","烏溪沙站",Special Service
KMB,89P,"馬鞍山市中心","藍田站",Regular
KMB,89P,"恒康街","藍田站",Special Service
KMB,89P,"馬鞍山市中心","藍田站",Special Service
KMB,89S,"水泉澳","烏溪沙站",Regular
KMB,89S,"水泉澳","烏溪沙站",Special Service
KMB,89S,"烏溪沙站","水泉澳",Regular
KMB,89X,"沙田站","觀塘(翠屏道)",Regular
KMB,89X,"觀塘(翠屏道)","沙田站",Regular
KMB,90,"碩門邨","將軍澳(彩明)",Regular
KMB,90,"將軍澳(彩明)","碩門邨",Regular
Citybus,90,"鴨脷洲邨","中環 (交易廣場)",Regular
Citybus,90B,"海怡半島","金鐘 (東)",Regular
Citybus,90C,"鴨脷洲大街","中環 (怡和大廈)",Regular
KMB,91,"清水灣","鑽石山站",Regular
KMB,91,"鑽石山站","清水灣",Regular
KMB,91,"彩虹轉車站- 碧海樓 (M1)","清水灣",Special Service
Citybus,91,"鴨脷洲邨","中環碼頭",Regular
Citybus,91A,"鴨脷洲邨","華富 (南)",Regular
KMB,91M,"寶林","鑽石山站",Regular
KMB,91M,"鑽石山站","寶林",Regular
KMB,91M,"香港科技大學(北)","寶林",Special Service
KMB,91P,"鑽石山站","香港科技大學(北)",Regular
KMB,91P,"香港科技大學(南)","坪石 / 彩虹站",Regular
KMB,91R,"清水灣","將軍澳(彩明)",Regular
KMB,91S,"清水灣","觀塘",Regular
KMB,92,"西貢","鑽石山站",Regular
KMB,92,"西貢","鑽石山站",Special Service
KMB,92,"鑽石山站","西貢",Regular
KMB,92,"鑽石山站","西貢",Special Service
KMB,92R,"西貢","尖沙咀碼頭",Regular
KMB,92R,"尖沙咀碼頭","西貢",Regular
Citybus,93,"海怡半島／鴨脷洲邨","羅便臣道",Regular
KMB,93A,"寶林","觀塘碼頭",Regular
KMB,93A,"觀塘碼頭","寶林",Regular
Citybus,93A,"利東邨","羅便臣道",Regular
Citybus,93C,"鴨脷洲大街／田灣","堅道",Regular
KMB,93K,"寶林","旺角東站",Regular
KMB,93K,"旺角東站","寶林",Regular
KMB,93M,"將軍澳(彩明)","寶林",Regular
KMB,93P,"寶林","旺角(柏景灣)",Regular
KMB,93P,"旺角(柏景灣)","寶林",Regular
KMB,94,"黃石碼頭","西貢",Regular
KMB,94,"西貢","黃石碼頭",Regular
Citybus,94A,"華富 (中)","利東邨",Regular
KMB,95,"翠林","九龍站",Regular
KMB,95,"九龍站","翠林",Regular
Citybus,95C,"鴨脷洲邨 / 利南工業區","置富花園",Regular
KMB,95M,"翠林","觀塘(雅麗道)",Regular
KMB,95M,"觀塘(雅麗道)","翠林",Regular
Citybus,95P,"田灣","鴨脷洲邨",Regular
KMB,96,"康盛花園","大埔工業邨",Regular
KMB,96,"將軍澳中心","大埔工業邨",Special Service
KMB,96,"大埔工業邨","康盛花園",Regular
KMB,96R,"鑽石山站","黃石碼頭",Regular
KMB,96R,"黃石碼頭","鑽石山站",Regular
KMB,97,"烏溪沙站","康盛花園",Regular
KMB,97,"康盛花園","烏溪沙站",Regular
Citybus,97,"利東邨","中環 (交易廣場)",Regular
KMB,98,"將軍澳工業邨","牛頭角站(循環線)",Regular
KMB,98,"將軍澳工業邨","牛頭角站",Special Service
Citybus,98,"利東邨","香港仔 (成都道)",Regular
KMB,98A,"坑口(北)(將軍澳醫院)","牛頭角站(循環線)",Regular
KMB,98A,"牛頭角站","坑口(北)(將軍澳醫院)",Special Service
KMB,98B,"坑口(北)(將軍澳醫院)","觀塘",Regular
KMB,98C,"坑口(北)(將軍澳醫院)","美孚",Regular
KMB,98C,"美孚","坑口(北)(將軍澳醫院)",Regular
KMB,98D,"坑口(北)(將軍澳醫院)","尖沙咀東",Regular
KMB,98D,"坑口(北)(將軍澳醫院)","尖沙咀東",Special Service
KMB,98D,"康城站","尖沙咀東",Special Service
KMB,98D,"坑口(北)(將軍澳醫院)","尖沙咀東",Special Service
KMB,98D,"尖沙咀東","坑口(北)(將軍澳醫院)",Regular
KMB,98E,"坑口(北)(將軍澳醫院)","美孚",Regular
KMB,98E,"美孚","坑口(北)(將軍澳醫院)",Regular
KMB,98P,"康盛花園","尖沙咀東",Regular
KMB,98P,"尖沙咀東","坑口(北)(將軍澳醫院)",Regular
KMB,98R,"紅磡香港體育館","坑口(北)(將軍澳醫院)",Regular
KMB,98S,"坑口(北)(將軍澳醫院)","美孚",Regular
KMB,98S,"美孚","坑口(北)(將軍澳醫院)",Regular
KMB,99,"恆安","西貢",Regular
KMB,99,"西貢","恆安",Regular
Citybus,99,"海怡半島","筲箕灣",Regular
KMB,99R,"大學站","西貢北(西貢警署)",Regular
KMB,99R,"西貢北(西貢警署)","大學站",Regular
Citybus,99X,"海怡半島","西灣河",Regular
KMB,101,"觀塘(裕民坊)","堅尼地城",Regular
KMB,101,"觀塘(裕民坊)","德輔道中",Special Service
KMB,101,"觀塘(裕民坊)","卑路乍街",Special Service
KMB,101,"木廠街","堅尼地城",Special Service
KMB,101,"堅尼地城","觀塘(裕民坊)",Regular
KMB,101,"德輔道中","觀塘(裕民坊)",Special Service
Citybus,101,"堅尼地城","觀塘 (裕民坊)",Regular
KMB,101R,"跑馬地馬場","觀塘(裕民坊)",Regular
Citybus,101R,"跑馬地馬場","觀塘 (裕民坊)",Regular
KMB,101X,"觀塘(裕民坊)","堅尼地城",Regular
KMB,101X,"觀塘(裕民坊)","堅尼地城",Special Service
KMB,101X,"堅尼地城","觀塘(裕民坊)",Regular
Citybus,101X,"堅尼地城","觀塘 (裕民坊)",Regular
KMB,102,"筲箕灣","美孚",Regular
KMB,102,"美孚","筲箕灣",Regular
Citybus,102,"筲箕灣","美孚",Regular
KMB,102P,"筲箕灣","美孚",Regular
KMB,102P,"美孚","筲箕灣",Regular
KMB,102P,"紅磡海底隧道","筲箕灣",Special Service
Citybus,102P,"筲箕灣","美孚",Regular
KMB,102R,"跑馬地馬場","美孚",Regular
Citybus,102R,"跑馬地馬場","美孚",Regular
KMB,103,"竹園邨","蒲飛路",Regular
KMB,103,"蒲飛路","竹園邨",Regular
Citybus,103,"蒲飛路","竹園",Regular
KMB,104,"堅尼地城","深水埗(白田邨)",Regular
KMB,104,"深水埗(白田邨)","堅尼地城",Regular
KMB,104,"澤安","域多利皇后街",Special Service
Citybus,104,"堅尼地城／中環","白田邨",Regular
Citybus,104R,"中環碼頭","旺角",Regular
KMB,106,"黃大仙","小西灣(藍灣半島)",Regular
KMB,106,"小西灣(藍灣半島)","黃大仙",Regular
Citybus,106,"小西灣 (藍灣半島)","黃大仙",Regular
KMB,106A,"黃大仙","太古(康怡廣場)",Regular
Citybus,106A,"黃大仙","太古 (康怡廣場)",Regular
KMB,106P,"黃大仙","小西灣(藍灣半島)",Regular
KMB,106P,"小西灣(藍灣半島)","黃大仙",Regular
KMB,106P,"小西灣(藍灣半島)","黃大仙",Special Service
Citybus,106P,"小西灣 (藍灣半島)","黃大仙",Regular
KMB,107,"九龍灣","華貴",Regular
KMB,107,"九龍灣","華貴",Special Service
KMB,107,"華貴","九龍灣",Regular
KMB,107,"華貴","九龍灣",Special Service
Citybus,107,"華貴邨","九龍灣",Regular
KMB,107P,"海逸豪園","數碼港",Regular
KMB,107P,"數碼港","海逸豪園",Regular
Citybus,107P,"紅磡 (海逸豪園)","數碼港",Regular
KMB,108,"啟業","寶馬山",Regular
KMB,108,"九龍城(盛德街)","銅鑼灣(邊寧頓街)",Special Service
KMB,108,"寶馬山","啟業",Regular
KMB,109,"何文田","中環(港澳碼頭)",Regular
KMB,109,"中環(港澳碼頭)","何文田",Regular
Citybus,109,"中環 (港澳碼頭)","何文田邨",Regular
KMB,110,"筲箕灣","尖沙咀(循環線)",Regular
KMB,110,"筲箕灣","尖沙咀東(麼地道)",Special Service
Citybus,110,"筲箕灣","尖沙咀 (麼地道)",Regular
KMB,111,"坪石 / 彩虹站","中環(港澳碼頭)",Regular
KMB,111,"中環(港澳碼頭)","坪石 / 彩虹站",Regular
Citybus,111,"中環 (港澳碼頭)","坪石邨",Regular
KMB,111P,"彩福","中環(港澳碼頭)",Regular
KMB,111P,"中環(港澳碼頭)","彩福",Regular
Citybus,111P,"彩福邨","中環 (港澳碼頭)",Regular
KMB,112,"北角(百福道)","長沙灣(蘇屋邨)",Regular
KMB,112,"長沙灣(蘇屋邨)","北角(百福道)",Regular
Citybus,112,"北角 (百福道)","蘇屋邨",Regular
KMB,113,"彩虹","堅尼地城(卑路乍灣)",Regular
KMB,113,"堅尼地城(卑路乍灣)","彩虹",Regular
Citybus,113,"堅尼地城 (卑路乍灣)","彩虹",Regular
KMB,115,"九龍城碼頭","中環(港澳碼頭)",Regular
KMB,115,"中環(港澳碼頭)","九龍城碼頭",Regular
Citybus,115,"中環 (港澳碼頭)","九龍城碼頭",Regular
KMB,115P,"海逸豪園","中環(港澳碼頭)",Regular
Citybus,115P,"海逸豪園","中環 (港澳碼頭)",Regular
KMB,116,"慈雲山(中)","鰂魚涌(祐民街)",Regular
KMB,116,"鰂魚涌(祐民街)","慈雲山(中)",Regular
KMB,116,"炮台山站","慈雲山(中)",Special Service
Citybus,116,"鰂魚涌 (祐民街)","慈雲山 (中)",Regular
KMB,117,"深水埗(欽州街)","跑馬地(下)",Regular
KMB,117,"跑馬地(下)","深水埗(欽州街)",Regular
Citybus,117,"跑馬地 (下)","深水埗 (欽州街)",Regular
KMB,118,"長沙灣(深旺道)","小西灣(藍灣半島)",Regular
KMB,118,"旺角(奶路臣街)","小西灣(藍灣半島)",Special Service
KMB,118,"紅磡海底隧道","小西灣(藍灣半島)",Special Service
KMB,118,"小西灣(藍灣半島)","長沙灣(深旺道)",Regular
KMB,118,"柴灣(康翠臺)","長沙灣(深旺道)",Special Service
Citybus,118,"小西灣 (藍灣半島)","長沙灣 (深旺道)",Regular
KMB,118P,"小西灣(藍灣半島)","長沙灣(深旺道)",Regular
KMB,118P,"小西灣(藍灣半島)","基榮小學",Special Service
KMB,118P,"長沙灣(深旺道)","小西灣(藍灣半島)",Regular
Citybus,118P,"小西灣 (藍灣半島)","長沙灣 (深旺道)",Regular
KMB,170,"沙田站","華富(中)",Regular
KMB,170,"沙田站","華富(中)",Special Service
KMB,170,"華富(中)","沙田站",Regular
KMB,170,"華富(中)","沙田站",Special Service
Citybus,170,"華富 (中)","沙田站",Regular
KMB,171,"荔枝角","海怡半島",Regular
KMB,171,"荔枝角","海怡半島",Special Service
KMB,171,"荔枝角","海怡半島",Special Service
KMB,171,"海怡半島","荔枝角",Regular
KMB,171,"海怡半島","荔枝角",Special Service
KMB,171,"海怡半島","荔枝角",Special Service
Citybus,171,"海怡半島","荔枝角",Regular
KMB,171A,"利東邨","荔枝角",Regular
Citybus,171A,"利東邨","荔枝角",Regular
KMB,171P,"海怡半島","荔枝角",Regular
Citybus,171P,"海怡半島","荔枝角",Regular
Citybus,173R,"赤柱","尖沙咀(麼地道)",Regular
KMB,182,"愉翠苑","中環(港澳碼頭)",Regular
KMB,182,"中環(港澳碼頭)","愉翠苑",Regular
Citybus,182,"中環 (港澳碼頭)","沙田 (愉翠苑)",Regular
KMB,182X,"中環(港澳碼頭)","愉翠苑",Regular
Citybus,182X,"中環 (港澳碼頭)","沙田 (愉翠苑)",Regular
KMB,203C,"深水埗(大坑東)","尖沙咀東(麼地道)",Regular
KMB,203C,"尖沙咀東(麼地道)","深水埗(大坑東)",Regular
KMB,203C,"尖沙咀東(麼地道)","深水埗(大坑東)",Special Service
KMB,203E,"彩虹","九龍站",Regular
KMB,203E,"九龍站","彩虹",Regular
KMB,203S,"澤安","尖沙咀東(麼地道)",Regular
KMB,208,"廣播道","尖沙咀東",Regular
KMB,208,"尖沙咀東","廣播道",Regular
KMB,211,"翠竹花園","黃大仙站(循環線)",Regular
KMB,211A,"樂富","翠竹花園(循環線)",Regular
KMB,213A,"安達","坪石 / 彩虹站",Regular
KMB,213B,"安泰","觀塘定富街",Regular
KMB,213D,"中秀茂坪","旺角(循環線)",Regular
KMB,213M,"安泰","藍田站(循環線)",Regular
KMB,213S,"安達","藍田站(循環線)",Regular
KMB,213X,"安泰(南)(恆泰樓)","尖沙咀(循環線)",Regular
KMB,213X,"安泰(南)(恆泰樓)","尖沙咀(循環線)",Special Service
KMB,214,"油塘","長沙灣(甘泉街)",Regular
KMB,214,"寶達","荔枝角站",Special Service
KMB,214,"長沙灣(甘泉街)","油塘",Regular
KMB,214P,"安秀道","荔枝角站",Regular
KMB,215P,"藍田(廣田邨)","九龍站",Regular
KMB,215R,"紅磡香港體育館","順天",Regular
KMB,215X,"藍田(廣田邨)","九龍站",Regular
KMB,215X,"藍田(廣田邨)","九龍站",Special Service
KMB,215X,"九龍站","藍田(廣田邨)",Regular
KMB,216M,"藍田站","油塘站(循環線)",Regular
KMB,219X,"麗港城","尖沙咀(循環線)",Regular
KMB,219X,"高嶺道","尖沙咀(循環線)",Special Service
KMB,224R,"紅磡香港體育館","黃大仙",Regular
KMB,224X,"啟業","尖沙咀東(循環線)",Regular
KMB,224X,"啟業","尖沙咀東(循環線)",Special Service
KMB,224X,"啟德巴士總站","尖沙咀東(循環線)",Special Service
KMB,230R,"九龍站","馬灣(珀欣路)",Regular
KMB,230R,"馬灣(珀欣路)","九龍站",Regular
KMB,230X,"荃灣(荃威花園)","黃埔花園",Regular
KMB,234A,"深井(浪翠園)","荃灣西站",Regular
KMB,234A,"青龍頭村","荃灣西站",Special Service
KMB,234A,"荃灣西站","深井(浪翠園)",Regular
KMB,234B,"荃灣西站","深井(浪翠園)",Regular
KMB,234B,"深井(浪翠園)","荃灣西站",Regular
KMB,234C,"深井","觀塘(翠屏北邨)",Regular
KMB,234C,"觀塘(翠屏北邨","深井",Regular
KMB,234D,"青龍頭","觀塘(翠屏北邨)",Regular
KMB,234D,"觀塘(翠屏北邨)","青龍頭",Regular
KMB,234P,"荃灣(灣景花園)","尖沙咀碼頭",Regular
KMB,234X,"尖沙咀東(麼地道)","荃灣(灣景花園)",Regular
KMB,234X,"荃灣(灣景花園)","尖沙咀東(麼地道)",Regular
KMB,235,"葵涌(安蔭邨)","荃灣(循環線)",Regular
KMB,235M,"葵涌(安蔭邨)","葵芳站",Regular
KMB,235M,"葵芳站","葵涌(安蔭邨)",Regular
KMB,238M,"荃灣(海濱花園)","荃灣站",Regular
KMB,238M,"荃灣站","荃灣(海濱花園)",Regular
KMB,238P,"荃灣(海濱花園)","中港碼頭",Regular
KMB,238X,"荃灣(海濱花園)","中港碼頭",Regular
KMB,238X,"中港碼頭","荃灣(海濱花園)",Regular
KMB,240X,"黃泥頭","葵興站",Regular
KMB,240X,"葵興站","黃泥頭",Regular
KMB,241X,"青衣(長青邨)","九龍城碼頭",Regular
KMB,241X,"九龍城碼頭","青衣(長青邨)",Regular
KMB,242X,"青衣(長亨邨)","尖沙咀",Regular
KMB,242X,"尖沙咀東(麼地道)","青衣(長亨邨)",Regular
KMB,243M,"青衣(美景花園)","荃灣(愉景新城)",Regular
KMB,243M,"荃灣(愉景新城)","青衣(美景花園)",Regular
KMB,243P,"青衣(美景花園)","荃威花園",Regular
KMB,248M,"青衣站","長宏(循環線)",Regular
KMB,249M,"青衣站","美景花園(循環線)",Regular
KMB,249X,"博康","青衣站",Regular
KMB,249X,"青衣站","博康",Regular
KMB,249X,"青衣站","大圍站",Special Service
KMB,251A,"錦上路站","上村(循環線)",Regular
KMB,251B,"八鄉路","上村(循環線)",Regular
KMB,251C,"江夏圍","元朗(循環線)",Regular
KMB,251M,"上村","荃灣站",Regular
KMB,252,"屯門公路轉車站(屯門方向)","掃管笏(循環線)",Regular
KMB,252,"屯門公路轉車站","管翠路18號",Special Service
KMB,252,"星堤","屯門公路轉車站",Special Service
KMB,252B,"恒順園","尖沙咀",Regular
KMB,252X,"恆順園","藍田站",Regular
KMB,252X,"掃管笏","藍田站",Special Service
KMB,252X,"藍田站","屯門(置樂花園)",Regular
KMB,254R,"形點","石崗軍營 (循環線)",Regular
KMB,258A,"洪水橋(洪福邨)","藍田站",Regular
KMB,258D,"屯門(寶田邨)","藍田站",Regular
KMB,258D,"藍田站","屯門(寶田邨)",Regular
KMB,258P,"洪水橋(洪福邨)","藍田站",Regular
KMB,258P,"藍田站","洪天路洪福邨",Regular
KMB,258S,"屯門(山景邨)","藍田站",Regular
KMB,258X,"屯門(寶田邨)","觀塘碼頭",Regular
KMB,258X,"觀塘碼頭","屯門(寶田邨)",Regular
KMB,259B,"屯門碼頭","尖沙咀",Regular
