Company,Route,Origin,Destination,Service Type
KMB,259C,"新屯門中心","尖沙咀",Regular
KMB,259D,"屯門(龍門居)","鯉魚門邨",Regular
KMB,259D,"悅湖山莊","鯉魚門邨",Special Service
KMB,259D,"鯉魚門邨","屯門(龍門居)",Regular
KMB,259E,"屯門(龍門居)","荃灣站",Regular
KMB,259R,"紅磡香港體育館","屯門碼頭",Regular
KMB,259S,"屯門(龍門居)","觀塘碼頭",Regular
KMB,259X,"屯門(龍門居)","觀塘碼頭",Regular
KMB,259X,"觀塘碼頭","屯門(龍門居)",Regular
KMB,259X,"臨華街遊樂場","屯門(龍門居)",Special Service
Citybus,260,"中環 (交易廣場)","赤柱市場",Regular
KMB,260B,"屯門巿中心","尖沙咀",Regular
KMB,260C,"屯門(三聖邨)","葵芳站",Regular
KMB,260C,"葵芳站","屯門(三聖邨)",Regular
KMB,260R,"紅磡香港體育館","屯門(兆康苑)",Regular
KMB,260X,"屯門(寶田邨)","紅磡站",Regular
KMB,260X,"屯門(大興邨)","紅磡站",Special Service
KMB,260X,"紅磡站","屯門(寶田邨)",Regular
KMB,261,"屯門(三聖邨)","粉嶺(祥華)",Regular
KMB,261,"粉嶺(祥華)","屯門(三聖邨)",Regular
KMB,261B,"屯門(三聖邨)","九龍站",Regular
KMB,261B,"掃管笏","九龍站",Special Service
KMB,261P,"屯門(兆康苑)","上水(天平)",Regular
KMB,261P,"上水(天平)","屯門(兆康苑)",Regular
KMB,261S,"屯門(寶田邨)","上水(天平)",Regular
KMB,261X,"掃管笏","粉嶺(祥華)",Regular
KMB,261X,"粉嶺(祥華)","掃管笏",Regular
KMB,263,"屯門站","沙田站",Regular
KMB,263,"沙田站","屯門站",Regular
KMB,263A,"屯門站","香港科學園",Regular
KMB,263A,"香港科學園","屯門站",Regular
KMB,263B,"屯門站","火炭(山尾街)",Regular
KMB,263B,"火炭(山尾街)","屯門站",Regular
KMB,263C,"屯門站","香港教育大學",Regular
KMB,263C,"香港教育大學","屯門站",Regular
KMB,264R,"天耀","大埔墟站",Regular
KMB,264R,"大埔墟站","天耀",Regular
KMB,265B,"天恆邨","旺角(柏景灣)",Regular
KMB,265B,"旺角(柏景灣)","天恆邨",Regular
KMB,265M,"天恆邨","葵涌(麗瑤邨)",Regular
KMB,265M,"葵涌(麗瑤邨)","天恆邨",Regular
KMB,265P,"天恩邨","荃灣站",Regular
KMB,265P,"荃灣眾安街","天恩邨",Regular
KMB,265S,"天水圍市中心","香港教育大學",Regular
KMB,265S,"天水圍市中心","香港教育大學",Special Service
KMB,265S,"大埔工業邨","天水圍市中心",Regular
KMB,267X,"屯門(兆康苑)","藍田站",Regular
KMB,267X,"藍田站","屯門(兆康苑)",Regular
KMB,268,"攸壆路簡約公屋 (南)","八鄉路",Regular
KMB,268,"八鄉路","攸壆路簡約公屋 (南)",Regular
KMB,268A,"朗屏邨","觀塘碼頭",Regular
KMB,268A,"觀塘碼頭","朗屏邨",Regular
KMB,268B,"朗屏站","紅磡(紅鸞道)",Regular
KMB,268B,"洪元路(洪福邨)","紅磡(紅鸞道)",Special Service
KMB,268B,"紅磡(紅鸞道)","朗屏站",Regular
KMB,268C,"朗屏站","觀塘碼頭",Regular
KMB,268C,"銀田花園","觀塘碼頭",Special Service
KMB,268C,"觀塘碼頭","朗屏站",Regular
KMB,268C,"觀塘定富街","朗屏站",Special Service
KMB,268C,"觀塘碼頭","朗屏站",Special Service
KMB,268M,"峻巒","荃灣西站",Regular
KMB,268M,"荃灣西站","峻巒",Regular
KMB,268P,"媽橫路(山水樓)","觀塘碼頭",Regular
KMB,268P,"觀塘碼頭","朗屏站",Regular
KMB,268X,"洪水橋(洪福邨)","佐敦(西九龍站)",Regular
KMB,268X,"朗屏邨悅屏樓","佐敦(西九龍站)",Special Service
KMB,268X,"佐敦(西九龍站)","洪水橋(洪福邨)",Regular
KMB,269A,"濕地公園路","葵涌(葵芳邨)",Regular
KMB,269B,"天水圍市中心","紅磡(紅鸞道)",Regular
KMB,269B,"天恩邨","紅磡(紅鸞道)",Special Service
KMB,269B,"紅磡(紅鸞道)","天水圍市中心",Regular
KMB,269C,"天水圍市中心","觀塘碼頭",Regular
KMB,269C,"天慈","觀塘碼頭",Special Service
KMB,269C,"觀塘碼頭","天水圍市中心",Regular
KMB,269D,"天富","瀝源",Regular
KMB,269D,"天水圍站","瀝源",Special Service
KMB,269D,"天富","瀝源",Special Service
KMB,269D,"瀝源","天富",Regular
KMB,269M,"天恩邨","祖堯",Regular
KMB,269M,"祖堯","天恩邨",Regular
KMB,269P,"葵涌(葵芳邨)","濕地公園路",Regular
KMB,269R,"紅磡香港體育館","天恆邨",Regular
KMB,269S,"天水圍市中心","觀塘碼頭",Regular
KMB,269S,"天水圍市中心","觀塘碼頭",Special Service
KMB,269S,"觀塘碼頭","天水圍市中心",Regular
KMB,269S,"觀塘碼頭","天水圍市中心",Special Service
KMB,269X,"天瑞","佐敦(西九龍站)",Regular
KMB,269X,"佐敦(西九龍站)","天瑞",Regular
KMB,270,"翠麗花園","天平邨(循環線)",Regular
KMB,270,"上水(天平)","翠麗花園",Special Service
KMB,270A,"上水","尖沙咀東(麼地道)",Regular
KMB,270A,"尖沙咀東(麼地道)","上水",Regular
KMB,270B,"上水","奧運站",Regular
KMB,270B,"上水","富榮花園",Special Service
KMB,270B,"奧運站","上水",Regular
KMB,270B,"深水埗","上水",Special Service
KMB,270B,"奧運站","上水",Special Service
KMB,270C,"粉嶺(聯和墟)","尖沙咀東(麼地道)",Regular
KMB,270C,"尖沙咀東(麼地道)","粉嶺(聯和墟)",Regular
KMB,270D,"粉嶺(聯和墟)","深水埗",Regular
KMB,270D,"深水埗(欽州街)","粉嶺(聯和墟)",Regular
KMB,270P,"上水","九龍站",Regular
KMB,270R,"紅磡香港體育館","粉嶺(聯和墟)",Regular
KMB,270S,"尖沙咀東(麼地道)","粉嶺(聯和墟)",Regular
KMB,271,"大埔(富亨)","佐敦(西九龍站)",Regular
KMB,271,"佐敦(西九龍站)","大埔(富亨)",Regular
KMB,271,"佐敦(西九龍站)","大埔(富亨)",Special Service
KMB,271A,"富蝶總站","尖沙咀東(麼地道)",Regular
KMB,271A,"尖沙咀東(麼地道)","富蝶總站",Regular
KMB,271B,"大埔(富亨)","佐敦(西九龍站)",Regular
KMB,271B,"佐敦(西九龍站)","大埔(富亨)",Regular
KMB,271P,"九龍坑","尖沙咀(廣東道)",Regular
KMB,271R,"紅磡香港體育館","大埔(太和)",Regular
KMB,271S,"紅磡站","大埔(太和)",Regular
KMB,271X,"佐敦(西九龍站)","大埔(富亨)",Regular
KMB,272A,"大學站","白石角(循環線)",Regular
KMB,272A,"大學站","博研路",Special Service
KMB,272A,"白石角","大學站",Special Service
KMB,272A,"大學站","白石角(循環線)",Special Service
KMB,272E,"大埔(太和)","旺角(柏景灣)",Regular
KMB,272E,"旺角(柏景灣)","大埔(太和)",Regular
KMB,272K,"大學站","香港科學園(循環線)",Regular
KMB,272P,"大埔(富亨)","葵興站",Regular
KMB,272P,"富蝶總站","葵興站",Special Service
KMB,272P,"葵興站","大埔(富亨)",Regular
KMB,272P,"葵興站","富蝶總站",Special Service
KMB,272S,"鑽石山站","香港科學園",Regular
KMB,272S,"香港科學園","鑽石山站",Regular
KMB,272X,"大埔中心","旺角東站",Regular
KMB,272X,"旺角東站","大埔中心",Regular
KMB,273,"粉嶺(華明)","粉嶺站(循環線)",Regular
KMB,273A,"上水(彩園)","華明(循環線)",Regular
KMB,273A,"上水(彩園)","華明(循環線)",Special Service
KMB,273A,"粉嶺(華明)","上水(彩園)",Special Service
KMB,273B,"上水(清河)","上水站(循環線)",Regular
KMB,273B,"上水(清河)","上水站(只往上水站)",Special Service
KMB,273C,"九龍坑","荃灣西站",Regular
KMB,273D,"上水","華明(循環線)",Regular
KMB,273D,"上水","華明(循環線)",Special Service
KMB,273P,"大埔(太和)","荃灣西站",Regular
KMB,273S,"粉嶺(暉明路)","粉嶺站",Regular
KMB,273S,"粉嶺站","粉嶺(華明)",Regular
KMB,274,"上水(太平)","烏溪沙站",Regular
KMB,274P,"烏溪沙站","大埔工業邨",Regular
KMB,274P,"大埔工業邨","烏溪沙站",Regular
KMB,274X,"觀塘碼頭","大埔中心",Regular
KMB,275R,"大埔墟站","烏蛟騰",Regular
KMB,275R,"烏蛟騰","大埔墟站",Regular
KMB,275X,"大埔(富善)","紅磡(紅鸞道)",Regular
KMB,275X,"紅磡(紅鸞道)","大埔(富善)",Regular
KMB,276,"天慈","上水",Regular
KMB,276,"上水","天慈",Regular
KMB,276A,"天恆邨","上水(太平)",Regular
KMB,276A,"天富苑欣富閣","上水(太平)",Special Service
KMB,276A,"上水(太平)","天恆邨",Regular
KMB,276B,"天富","上水(彩園)",Regular
KMB,276B,"上水(彩園)","天富",Regular
KMB,276C,"天水圍站","粉嶺(祥華)",Regular
KMB,276C,"粉嶺(祥華)","天水圍站",Regular
KMB,276P,"天水圍站","上水",Regular
KMB,276P,"上水","天水圍站",Regular
KMB,277A,"沙頭角","藍田站",Regular
KMB,277A,"藍田站","沙頭角",Regular
KMB,277E,"上水(天平)","藍田站",Regular
KMB,277E,"藍田站","上水(天平)",Regular
KMB,277P,"上水(天平)","藍田站",Regular
KMB,277P,"藍田站","上水(天平)",Regular
KMB,277X,"粉嶺(聯和墟)","藍田站",Regular
KMB,277X,"粉嶺(聯和墟)","藍田站",Special Service
KMB,277X,"粉嶺(華明)","藍田站",Special Service
KMB,277X,"藍田站","粉嶺(聯和墟)",Regular
KMB,278A,"皇后山","荃灣(如心廣場)",Regular
KMB,278A,"荃灣(如心廣場)","皇后山",Regular
KMB,278K,"粉嶺(聯和墟)","粉嶺站(循環線)",Regular
KMB,278P,"上水(太平)","荃灣(如心廣場)",Regular
KMB,278X,"上水","荃灣(如心廣場)",Regular
KMB,278X,"荃灣(如心廣場)","上水",Regular
KMB,279A,"粉嶺(聯和墟)","青衣站",Regular
KMB,279B,"粉嶺(聯和墟)","葵興站",Regular
KMB,279S,"青衣(長青邨)","和合石",Regular
KMB,279S,"和合石","青衣(長青邨)",Regular
KMB,279X,"粉嶺(聯和墟)","青衣站",Regular
KMB,279X,"青衣站","粉嶺(聯和墟)",Regular
KMB,279X,"青衣站","上水站",Special Service
KMB,280X,"穗禾苑","尖沙咀東(麼地道)",Regular
KMB,280X,"駿景園","尖沙咀東(麼地道)",Special Service
KMB,280X,"尖沙咀東(麼地道)","穗禾苑",Regular
KMB,281,"大圍站","新田圍 (循環線)",Regular
KMB,281A,"廣源","九龍站",Regular
KMB,281A,"九龍站","廣源",Regular
KMB,281B,"碩門邨","尖沙咀東(麼地道)",Regular
KMB,281E,"尖沙咀海防道","廣源",Regular
KMB,281X,"耀安","尖沙咀東(麼地道)",Regular
KMB,282,"沙田巿中心","新田圍(循環線)",Regular
KMB,283,"沙田巿中心","美松苑(循環線)",Regular
KMB,284,"沙田巿中心","濱景花園(循環線)",Regular
KMB,285,"火炭駿洋邨","沙田市中心(循環線)",Regular
KMB,285A,"火炭駿洋邨","火炭站 (循環線)",Regular
KMB,285A,"火炭站","火炭駿洋邨 (循環線)",Regular
KMB,285A,"火炭站","火炭駿洋邨",Special Service
KMB,286A,"沙田圍","長沙灣 (循環線)",Regular
KMB,286C,"利安","長沙灣(海達邨)",Regular
KMB,286C,"長沙灣(海達邨)","利安",Regular
KMB,286D,"馬鞍山市中心","深水埗",Regular
KMB,286D,"深水埗(欽州街)","馬鞍山市中心",Regular
KMB,286P,"美松苑","長沙灣",Regular
KMB,286X,"顯徑","深水埗(循環線)",Regular
KMB,286X,"顯徑","深水埗(循環線)",Special Service
KMB,287,"大學站","西沙 GO PARK (循環線)",Regular
KMB,287D,"紅磡站","錦英苑",Regular
KMB,287P,"水泉澳","油麻地",Regular
KMB,287X,"水泉澳","佐敦(循環線)",Regular
KMB,288,"水泉澳(上)","沙田市中心(循環線)",Regular
KMB,288A,"水泉澳","沙田市中心",Regular
KMB,288B,"水泉澳","火炭駿洋邨",Regular
KMB,288B,"火炭駿洋邨","水泉澳",Regular
KMB,288C,"水泉澳","顯徑",Regular
KMB,289K,"大學站","富安花園(循環線)",Regular
KMB,289K,"富安花園","大學站",Special Service
KMB,289R,"黃石碼頭","沙田巿中心",Regular
KMB,289R,"沙田巿中心","黃石碼頭",Regular
KMB,290,"坑口(北)(將軍澳醫院)","荃灣西站",Regular
KMB,290,"荃灣西站","坑口(北)(將軍澳醫院)",Regular
KMB,290A,"將軍澳(彩明)","荃灣西站",Regular
KMB,290A,"上秀茂坪","荃灣西站",Special Service
KMB,290A,"荃灣西站","將軍澳(彩明)",Regular
KMB,290E,"將軍澳工業邨","荃灣西站",Regular
KMB,290E,"荃灣西站","將軍澳工業邨",Regular
KMB,290X,"康城站","荃灣西站",Regular
KMB,290X,"調景嶺站","荃灣西站",Special Service
KMB,290X,"荃灣西站","康城站",Regular
KMB,290X,"荃灣西站","康城站",Special Service
KMB,291P,"香港科技大學(南)","旺角",Regular
KMB,292P,"西貢","觀塘",Regular
KMB,293S,"坑口(銀澳路)","美孚",Regular
KMB,293S,"美孚","坑口(銀澳路)",Regular
KMB,296A,"尚德","牛頭角站(循環線)",Regular
KMB,296C,"尚德","長沙灣(海盈邨)",Regular
KMB,296C,"長沙灣(海盈邨)","尚德",Regular
KMB,296D,"尚德","九龍站",Regular
KMB,296D,"九龍站","尚德",Regular
KMB,296M,"康盛花園","坑口站",Regular
KMB,296M,"坑口站","康盛花園",Regular
KMB,296M,"唐明苑","康盛花園",Special Service
KMB,296P,"尚德","荔枝角站",Regular
KMB,296P,"荔枝角站","尚德",Regular
KMB,297,"寶林","紅磡(紅鸞道)",Regular
KMB,297,"紅磡(紅鸞道)","寶林",Regular
KMB,297P,"坑口(北)(將軍澳醫院)","紅磡(紅鸞道)",Regular
KMB,298,"坑口站","百勝角(循環線)",Regular
KMB,298E,"坑口(北)(將軍澳醫院)","將軍澳工業邨(循環線)",Regular
KMB,298F,"坑口(北)(將軍澳醫院)","將軍澳工業邨(循環線)",Regular
KMB,298X,"坑口(北)(將軍澳醫院)","美孚",Regular
KMB,298X,"美孚","坑口(北)(將軍澳醫院)",Regular
KMB,299X,"沙田巿中心","西貢",Regular
KMB,299X,"西貢","沙田巿中心",Regular
KMB,299X,"西貢","沙田巿中心",Special Service
KMB,302,"慈雲山(北)","上環",Regular
Citybus,302,"慈雲山 (北)","上環",Regular
KMB,302A,"慈雲山(北)","北角(健康村)",Regular
Citybus,302A,"慈雲山 (北)","北角 (健康村)",Regular
KMB,307,"大埔中心","中環(渡輪碼頭)",Regular
KMB,307,"大埔中心","上環",Special Service
KMB,307,"中環(渡輪碼頭)","大埔中心",Regular
Citybus,307,"大埔中心","中環碼頭／上環",Regular
KMB,307A,"大埔頭","上環",Regular
Citybus,307A,"大埔頭","上環",Regular
KMB,307P,"大埔(汀太路)","銅鑼灣(天后)",Regular
KMB,307P,"富蝶總站","銅鑼灣(天后)",Special Service
KMB,307P,"銅鑼灣(天后)","大埔(汀太路)",Regular
KMB,307P,"銅鑼灣(天后)","富蝶總站",Special Service
Citybus,307P,"天后站","大埔 (汀太路／富蝶)",Regular
Citybus,314,"小西灣 (藍灣半島)","赤柱 (海灘／市場)",Regular
KMB,331,"馬灣(珀欣路)","荃灣站",Regular
KMB,331,"荃灣站","馬灣(珀欣路)",Regular
KMB,331S,"馬灣(珀欣路)","荃灣西站",Regular
KMB,331S,"荃灣西站","馬灣(珀欣路)",Regular
Citybus,347,"金鐘 (西)","香港仔 (經域多利道)",Regular
KMB,373,"粉嶺(聯和墟)","中環(香港站)",Regular
KMB,373,"中環(香港站)","粉嶺(聯和墟)",Regular
Citybus,388,"柴灣站","柴灣墳場／歌連臣角",Regular
Citybus,389,"筲箕灣","柴灣墳場／歌連臣角",Regular
Citybus,511,"大坑徑","中環碼頭",Regular
Citybus,580,"西沙GO PARK","沙田市中心",Regular
Citybus,581,"西沙及十四鄉","馬鞍山市中心 (經烏溪沙站)",Regular
Citybus,582,"白石角 (經大學站)","西沙及十四鄉",Regular
Citybus,592,"海怡半島","銅鑼灣 (摩頓台)",Regular
Citybus,595,"海怡半島","石排灣 (經香港仔)",Regular
KMB,600,"安達臣","中環(林士街)",Regular
KMB,600,"中環(林士街)","安達臣",Regular
KMB,601,"寶達","金鐘站(東)",Regular
KMB,601,"金鐘站(東)","寶達",Regular
Citybus,601,"金鐘 (東)","寶達邨",Regular
KMB,601P,"寶達","上環",Regular
KMB,601P,"曉光街(曉麗苑)","上環",Special Service
KMB,601P,"上環","寶達",Regular
Citybus,601P,"寶達邨","上環",Regular
KMB,603,"平田","中環(渡輪碼頭)",Regular
KMB,603,"平田","金鐘(海富中心)",Special Service
KMB,603,"中環(渡輪碼頭)","平田",Regular
KMB,603A,"平田","中環街市",Regular
KMB,603A,"中環(林士街)","平田",Regular
KMB,603P,"中環(渡輪碼頭)","平田",Regular
KMB,603S,"平田","中環(機利文街)",Regular
KMB,606,"彩雲(豐盛街)","小西灣(藍灣半島)",Regular
KMB,606,"彩雲(豐盛街)","小西灣(藍灣半島)",Special Service
KMB,606,"小西灣(藍灣半島)","彩雲(豐盛街)",Regular
Citybus,606,"小西灣 (藍灣半島)","彩雲 (豐盛街)",Regular
KMB,606A,"彩雲(豐盛街)","筲箕灣(耀東邨)",Regular
KMB,606A,"筲箕灣(耀東邨)","彩雲(豐盛街)",Regular
Citybus,606A,"彩雲 (豐盛街)","耀東邨",Regular
KMB,606X,"九龍灣","小西灣(藍灣半島)",Regular
KMB,606X,"啟業","小西灣(藍灣半島)",Special Service
KMB,606X,"啟業","小西灣(藍灣半島)",Special Service
KMB,606X,"小西灣(藍灣半島)","九龍灣",Regular
Citybus,606X,"小西灣 (藍灣半島)","九龍灣",Regular
Citybus,608,"九龍城 (盛德街)","筲箕灣",Regular
Citybus,608P,"小西灣 (藍灣半島)","啟德",Regular
KMB,613,"安泰(西)(和泰樓)","筲箕灣",Regular
KMB,613,"筲箕灣","安泰(西)(和泰樓)",Regular
KMB,613A,"安泰(西)","杏花邨",Regular
KMB,613A,"杏花邨","安泰(西)",Regular
KMB,619,"順利","中環(港澳碼頭)",Regular
KMB,619,"中環(港澳碼頭)","順利",Regular
Citybus,619,"中環 (港澳碼頭)","順利邨",Regular
KMB,619P,"順利","中環(港澳碼頭)",Regular
Citybus,619P,"順利邨","中環 (港澳碼頭)",Regular
KMB,619X,"順利","中環(港澳碼頭)",Regular
KMB,619X,"中環(港澳碼頭)","順利",Regular
Citybus,619X,"順利邨","中環 (港澳碼頭)",Regular
KMB,621,"麗港城","中環(香港站)",Regular
KMB,621,"中環(香港站)","麗港城",Regular
Citybus,621,"麗港城","中環 (香港站)",Regular
Citybus,629,"中環 (天星碼頭)","海洋公園 (正門／水上樂園)",Regular
Citybus,629M,"海洋公園 (水上樂園)","黃竹坑站",Regular
KMB,641,"啟德(啟晴邨)","中環(港澳碼頭)",Regular
KMB,641,"中環(港澳碼頭)","啟德(啟晴邨)",Regular
Citybus,641,"中環 (港澳碼頭)","啟德 (啟晴邨)",Regular
KMB,671,"鑽石山站","鴨脷洲(利樂街)",Regular
KMB,671,"鴨脷洲(利樂街)","鑽石山站",Regular
Citybus,671,"鴨脷洲 (利樂街)","鑽石山站",Regular
KMB,671X,"鴨脷洲(利樂街)","鑽石山站",Regular
Citybus,671X,"鴨脷洲 (利樂街)","鑽石山站",Regular
KMB,673,"上水","中環(香港站)",Regular
KMB,673,"中環(香港站)","上水",Regular
KMB,673A,"上水","中環(林士街)",Regular
KMB,673A,"中環(香港站)","上水",Regular
KMB,673P,"上水","中環(林士街)",Regular
KMB,678,"上水","銅鑼灣(東院道)",Regular
KMB,678,"銅鑼灣(東院道)","上水",Regular
Citybus,678,"上水","銅鑼灣 (東院道)",Regular
Citybus,679,"粉嶺皇后山","中環 (香港站)",Regular
KMB,680,"利安","金鐘站(東)",Regular
KMB,680,"利安","金鐘站(東)",Special Service
KMB,680,"金鐘站(東)","利安",Regular
Citybus,680,"金鐘 (東)","馬鞍山 (利安邨)",Regular
KMB,680B,"富安花園","金鐘站(東)",Regular
Citybus,680B,"馬鞍山 (富安花園)","金鐘 (東)",Regular
KMB,680P,"烏溪沙站","金鐘站(東)",Regular
Citybus,680P,"馬鞍山 (烏溪沙站)","金鐘 (東)",Regular
KMB,680X,"烏溪沙站","中環(港澳碼頭)",Regular
KMB,680X,"中環(港澳碼頭)","烏溪沙站",Regular
Citybus,680X,"中環 (港澳碼頭)","馬鞍山 (烏溪沙站)",Regular
KMB,681,"中環(香港站)","馬鞍山市中心",Regular
KMB,681,"馬鞍山市中心","中環(香港站)",Regular
Citybus,681,"中環 (香港站)","馬鞍山市中心",Regular
KMB,681P,"耀安","上環",Regular
KMB,681P,"上環","耀安",Regular
Citybus,681P,"馬鞍山 (耀安邨)","上環",Regular
Citybus,682,"柴灣 (東)","馬鞍山 (烏溪沙站)",Regular
Citybus,682A,"馬鞍山市中心","柴灣 (東)",Regular
Citybus,682B,"水泉澳邨","柴灣 (東)",Regular
Citybus,682P,"烏溪沙站","柴灣 (東)",Regular
KMB,690,"康盛花園","中環(交易廣場)",Regular
KMB,690,"康盛花園","中環(交易廣場)",Special Service
KMB,690,"中環(交易廣場)","康盛花園",Regular
Citybus,690,"中環 (交易廣場)","將軍澳 (康盛花園)",Regular
KMB,690P,"康盛花園","中環(交易廣場)",Regular
Citybus,690P,"將軍澳 (康盛花園)","中環 (交易廣場)",Regular
KMB,690S,"坑口(明德邨)","中環(交易廣場)",Regular
KMB,690S,"中環(交易廣場)","坑口",Regular
Citybus,690S,"中環 (交易廣場)","坑口 (經:日出康城)",Regular
Citybus,694,"小西灣邨","調景嶺站",Regular
Citybus,694S,"小西灣邨","調景嶺站 (經:日出康城)",Regular
Citybus,701,"海麗邨／南昌站","旺角",Regular
Citybus,701A,"海盈邨","旺角",Regular
Citybus,701S,"海麗邨／南昌站","旺角",Regular
Citybus,702,"海麗邨／南昌站","九龍塘 (又一城)",Regular
Citybus,702A,"海盈邨","白田邨",Regular
Citybus,702B,"白田 (北)","海盈邨",Regular
Citybus,702S,"蘇屋邨","泓景臺／富昌邨",Regular
Citybus,720,"嘉亨灣","中環 (港澳碼頭 / 永和街)",Regular
Citybus,720A,"嘉亨灣","金鐘 (海富中心)/ 中環(畢打街)",Regular
Citybus,720P,"太古城","中環 (永和街)",Regular
Citybus,720X,"嘉亨灣","中環(林士街)",Regular
Citybus,722,"耀東邨","中環碼頭",Regular
Citybus,780,"柴灣 (東)","中環碼頭",Regular
Citybus,780P,"興華 (經銅鑼灣)","中環碼頭",Regular
Citybus,788,"小西灣 (藍灣半島)","中環 (港澳碼頭)",Regular
Citybus,789,"小西灣 (藍灣半島)","金鐘 (樂禮街)",Regular
Citybus,790,"清水灣半島 (經:日出康城)","尖沙咀(麼地道)",Regular
Citybus,792M,"將軍澳站","西貢",Regular
Citybus,793,"將軍澳工業邨","蘇屋",Regular
Citybus,795,"將軍澳工業邨 (經:日出康城)","長沙灣 (海達)",Regular
Citybus,795X,"清水灣半島 (經:尚德)","蘇屋 (經:旺角及美孚)",Regular
Citybus,796P,"將軍澳站","尖沙咀(東)",Regular
Citybus,796R,"香港體育館","日出康城",Regular
Citybus,796S,"將軍澳站","牛頭角站",Regular
Citybus,796X,"將軍澳工業邨／將軍澳站","尖沙咀 (東)",Regular
Citybus,797,"日出康城／將軍澳工業邨","新蒲崗",Regular
Citybus,798,"調景嶺站","火炭 (駿洋邨) (經:沙田)",Regular
Citybus,798A,"將軍澳 (康盛花園)","沙田站",Regular
Citybus,798P,"將軍澳工業邨","大圍站 (經:沙田)",Regular
Citybus,798X,"將軍澳工業邨","火炭 (駿洋邨) (經:沙田)",Regular
KMB,848,"沙田馬場","葵芳站",Regular
KMB,868,"屯門巿中心","沙田馬場",Regular
KMB,868,"沙田馬場","屯門巿中心",Regular
KMB,869,"沙田馬場","天水圍市中心",Regular
KMB,872,"沙田馬場","大埔中心",Regular
KMB,872X,"沙田馬場","大埔中心",Regular
KMB,887,"沙田馬場","旺角(柏景灣)",Regular
KMB,888,"沙田馬場","沙田站",Regular
KMB,889,"沙田馬場","平田",Regular
KMB,891,"沙田馬場","九龍城碼頭",Regular
KMB,893,"沙田馬場","康盛花園",Regular
KMB,900,"白石角","灣仔(會展)",Regular
KMB,900,"灣仔(會展)","白石角",Regular
KMB,900,"灣仔(會展)","白石角",Special Service
KMB,904,"荔枝角","堅尼地城(卑路乍灣)",Regular
KMB,904,"堅尼地城(卑路乍灣)","荔枝角",Regular
Citybus,904,"堅尼地城 (卑路乍灣)","荔枝角",Regular
KMB,905,"荔枝角","會展站",Regular
KMB,905,"會展站","荔枝角",Regular
Citybus,905,"會展站","荔枝角",Regular
KMB,905A,"會展站","荔枝角",Regular
Citybus,905A,"會展站","荔枝角",Regular
KMB,905P,"荔枝角","灣仔(港灣道)",Regular
Citybus,905P,"荔枝角","灣仔 (港灣道)",Regular
KMB,907B,"大埔廣福球場","灣仔(會展)",Regular
Citybus,907B,"大埔 (廣福球場)","灣仔 (會議展覽中心)",Regular
KMB,907C,"富蝶總站","灣仔(會展)",Regular
KMB,907C,"金鐘站","富蝶總站",Regular
Citybus,907C,"大埔 (富蝶)","灣仔 (會議展覽中心)",Regular
KMB,907D,"大埔 (汀太路)","小西灣",Regular
KMB,907D,"小西灣","大埔 (汀太路)",Regular
Citybus,907D,"大埔 (汀太路)","小西灣運動場",Regular
KMB,914,"海麗邨","銅鑼灣(天后)",Regular
KMB,914,"銅鑼灣(天后)","海麗邨",Regular
Citybus,914,"天后站","海麗邨",Regular
KMB,914P,"海麗邨","銅鑼灣(天后)",Regular
Citybus,914P,"海麗邨","天后站",Regular
KMB,914X,"海麗邨","銅鑼灣(天后)",Regular
Citybus,914X,"海麗邨","天后站",Regular
KMB,917,"粉嶺公路","灣仔",Regular
KMB,917,"灣仔","粉錦公路",Regular
KMB,918,"林錦公路","灣仔",Regular
KMB,918,"灣仔","林錦公路",Regular
Citybus,930,"荃灣 (愉景新城／荃灣西站)","會展站",Regular
Citybus,930A,"荃灣西站","會展站",Regular
Citybus,930B,"葵盛 (東)","銅鑼灣 (摩頓台)",Regular
Citybus,930X,"荃灣 (愉景新城)","銅鑼灣 (摩頓台)",Regular
Citybus,933,"荃灣西站","西灣河",Regular
KMB,934,"荃灣(灣景花園)","灣仔(菲林明道)",Regular
KMB,934,"灣仔(菲林明道)","荃灣(灣景花園)",Regular
KMB,934A,"荃灣(荃威花園)","灣仔(菲林明道)",Regular
KMB,934A,"灣仔(菲林明道)","荃灣(荃威花園)",Regular
KMB,935,"石籬(大隴街)","灣仔(菲林明道)",Regular
KMB,935,"葵涌(安蔭邨)","灣仔(菲林明道)",Special Service
KMB,935,"灣仔(菲林明道)","石籬(大隴街)",Regular
KMB,936,"荃灣(石圍角)","銅鑼灣(棉花路)",Regular
KMB,936,"銅鑼灣(棉花路)","石圍角",Regular
KMB,936A,"荃灣(石圍角)","銅鑼灣(棉花路)",Regular
KMB,936A,"銅鑼灣(棉花路)","梨木樹",Regular
KMB,945,"元朗(鳳翔路)","北角",Regular
KMB,945,"北角","元朗(鳳翔路)",Regular
KMB,948,"青衣(長安邨)","銅鑼灣(天后)",Regular
KMB,948,"銅鑼灣(天后)","青衣(長安邨)",Regular
Citybus,948,"青衣 (長安邨)","天后站",Regular
KMB,948A,"青衣(長安邨)","銅鑼灣(天后)",Regular
Citybus,948A,"長安邨","天后站",Regular
KMB,948B,"翠怡花園","銅鑼灣(天后)",Regular
Citybus,948B,"青衣 (翠怡花園)","天后站",Regular
KMB,948E,"青衣站","太古(康怡廣場)",Regular
KMB,948E,"太古(康怡廣場)","青衣站",Regular
